sID,RAND,Stressor,Label,,,,,,,,,,,,,,,,
1262,0.65998753,i'm just not myself lately. i have been a little down since the beginning of the week.,Emotional Turmoil,,,,,,,,,,,,,,,,
5883,0.088904996,my older brother and his wife are getting divorced and i feel really bad for them. him i mean.,Family Issues,,,,,,,,,,,,,,,,
6582,0.82741071,Dealing with a psycho girlfriend and bitter boyfriend all at the same time is making my head explode.,Social Relationships,,,,,,,,,,,,,,,,
3024,0.048321743,work has been stressful,Work,,,,,,,,,,,,,,,,
934,0.720478473,i have been stressed out over money. i left my job to be able to stay with my children.,Financial Problem,,,,,,,,,,,,,,,,
6772,0.136766492,"Still won't be able to work though, so I'm losing a whole paycheck because of this.",Work,,,,,,,,,,,,,,,,
3564,0.481916192,Wanted to ride 4x a week but I'm injured so I can't ride for a while.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
4566,0.680972081,"I really have a lot on my mind, but I can't seem to sort out my thoughts.",Emotional Turmoil,,,,,,,,,,,,,,,,
504,0.020086441,how are you,Other,,,,,,,,,,,,,,,,
5651,0.192875073,"You are feeling stressed, vulnerable and helpless.",Emotional Turmoil,,,,,,,,,,,,,,,,
3984,0.03583127,I just have been feeling this frustration about how to prioritize.,Everyday Decision Making,,,,,,,,,,,,,,,,
4879,0.986366135,it's the last week of school but im going to be so busy it isn't kosher.,School,,,,,,,,,,,,,,,,
138,0.41367841,can i go online to earn enough money to pay the bills.,Other,,,,,,,,,,,,,,,,
1930,0.768773574,My husband stresses me out. Drinks too much.,Family Issues,,,,,,,,,,,,,,,,
3258,0.979712346,"So, I'm stressed out and I don't really know where to go or who to talk to so I can figure this out.",Emotional Turmoil,,,,,,,,,,,,,,,,
3275,0.777107621,"I'm tired, and I am tired of being sick and vice versa.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
3865,0.861080422,"As far as being alone goes, that has been bothering me the most lately.",Emotional Turmoil,,,,,,,,,,,,,,,,
479,0.965098027,hi. just struggling a little bit with work,Work,,,,,,,,,,,,,,,,
6783,0.577327721,Still can't afford a mortgage on anything worth having.,Financial Problem,,,,,,,,,,,,,,,,
49,0.121574791,all these exams i have coming up and no time to study!,School,,,,,,,,,,,,,,,,
6412,0.938299955,"Our house will be under major renovation soon, thus had to box up my stuff.",Other,,,,,,,,,,,,,,,,
716,0.948678812,i can't seem to get caught up on anything around the house.,Everyday Decision Making,,,,,,,,,,,,,,,,
2789,0.739697375,This virus is stressing me out.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
4832,0.431491817,school is crazy right now and i am trying to decide what classes i have to take and i am just going crazy!!,School,,,,,,,,,,,,,,,,
3867,0.419151881,"As soon as I came back to work, I am miserable.",Work,,,,,,,,,,,,,,,,
68,0.761694465,bad day at work.,Work,,,,,,,,,,,,,,,,
998,0.995439342,i have no clue what to fix for dinner.,Everyday Decision Making,,,,,,,,,,,,,,,,
980,0.504244986,i have had a lot of hours at work.,Work,,,,,,,,,,,,,,,,
3617,0.490997076,ive been sick this whole week.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
1172,0.900093384,I went to the store and I cannot buy anything I need because of the panic buying.,Everyday Decision Making,,,,,,,,,,,,,,,,
6253,0.359246377,my mom lost her job.,Family Issues,,,,,,,,,,,,,,,,
4525,0.096771568,"pretty much for the past two weeks, i've been struggling with finding enough time for everything, and stressing out in the process.",Emotional Turmoil,,,,,,,,,,,,,,,,
5658,0.906314173,"He's feeling depressed I guess, but its kind of scaring me.",Social Relationships,,,,,,,,,,,,,,,,
2979,0.446683024,Wondering whether my projects will be permanently cancelled,Work,,,,,,,,,,,,,,,,
3188,0.129159487,So bad that i now have a massive headache!!!!!,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
2861,0.742724207,trying to keep up and pay down my credit card debts.,Financial Problem,,,,,,,,,,,,,,,,
2197,0.102255793,not having enough money to give my wife the things she wants.,Financial Problem,,,,,,,,,,,,,,,,
2602,0.637410133,The global pandemic has been at the top of my stressors.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
2103,0.877723875,my stress timing is loss of many things.,Everyday Decision Making,,,,,,,,,,,,,,,,
5745,0.884581121,I don't know what to expect with the next coming months.,Other,,,,,,,,,,,,,,,,
5399,0.238538111,With another sigh Abigail carried on with her work and cursed the fact that as the senior admin she was forced to do more work.,Work,,,,,,,,,,,,,,,,
5669,0.600893633,"With the situation in the Supreme Court soon to reach critical mass, I am very much afraid of where this country is going.",Other,,,,,,,,,,,,,,,,
1915,0.778861445,"my husband being gone all the time, and dealing with the kids 24/7.",Family Issues,,,,,,,,,,,,,,,,
3830,0.06368933,To switch gears....in retrospect: I regret many things about this year and this semester,School,,,,,,,,,,,,,,,,
6842,0.635471135,My mom said that she hardly ever gets to see me and that she feels guilty for not spending time with me.,Family Issues,,,,,,,,,,,,,,,,
224,0.52799214,Dealing with people have not been the easiest thing for me lately.,Social Relationships,,,,,,,,,,,,,,,,
4364,0.890506648,"Well, fer starters getting my shit straitened out for school is being a being a pain.",School,,,,,,,,,,,,,,,,
5242,0.780716425,"You are dependent on your friends, but you are not willing to conform into society's stereotypical mold.",Social Relationships,,,,,,,,,,,,,,,,
4780,0.567629937,I wasn't going to be able to keep up with all the work I had on my plate.,Work,,,,,,,,,,,,,,,,
1980,0.762414864,my kids' behavior recently,Family Issues,,,,,,,,,,,,,,,,
712,0.571868639,i can't seem to figure out how i am going to get through this month.,Emotional Turmoil,,,,,,,,,,,,,,,,
2413,0.415636898,Since the Covid-19 I have to rething my travel plans to Oakland for my second opinion.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
5683,0.399021874,Which has been a big problem for me trying to relax.,Emotional Turmoil,,,,,,,,,,,,,,,,
4828,0.217013023,Getting pretty more and more worn out for school and work recently.,School,,,,,,,,,,,,,,,,
5855,0.956621703,My family's falling apart and my mother is going into depression.,Family Issues,,,,,,,,,,,,,,,,
3456,0.429791051,I because I was still suffering the sore throat and he because he's a little sick and a lot exhausted.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
6433,0.680896172,so many things i have to do and think about i simply cannot handle daily shitty.,Everyday Decision Making,,,,,,,,,,,,,,,,
3418,0.80495228,"I've had a nagging lower backache for about three days now, and finally started blasting it with ibuprofen.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
2703,0.124060319,The virus that is spreading.,Other,,,,,,,,,,,,,,,,
6462,0.760904642,I couldn't eat during lunch I was so nervous.,Emotional Turmoil,,,,,,,,,,,,,,,,
29,0.619981443,A recent situation has been this corona virus and not knowing what is going on with coll,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
5166,0.708548034,I needed to go to college to have the job I am waiting for.,Other,,,,,,,,,,,,,,,,
315,0.544947682,finding a new job with higher pay,Work,,,,,,,,,,,,,,,,
791,0.89604449,i had a fight with my close friend,Social Relationships,,,,,,,,,,,,,,,,
2167,0.345818827,Not being able to go to work,Work,,,,,,,,,,,,,,,,
6505,0.590294396,i have my economics final on monday and i haven't studied!,School,,,,,,,,,,,,,,,,
3658,0.529205563,At about midnight I come back to my room because I was struggling to stay awake.,Other,,,,,,,,,,,,,,,,
3068,0.643390165,Work is straight up killing me,Work,,,,,,,,,,,,,,,,
4730,0.432253096,I've got so much work ahead of me its pretty scary.,Work,,,,,,,,,,,,,,,,
4205,0.172090192,Life has been a series of expectations and disappointments for me recently.,Other,,,,,,,,,,,,,,,,
3183,0.650550394,"Now I feel sick, my back hurts badly, and I have a terrible headache.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
3061,0.478056907,work is killing me,Work,,,,,,,,,,,,,,,,
4725,0.934429337,i just had this huge projects due and i had to so a speech about it!!,School,,,,,,,,,,,,,,,,
4674,0.111871893,I starting to feel a more or less stress over my assignments and it's kind of like I've completely no space for myself.,School,,,,,,,,,,,,,,,,
4242,0.804652672,My schedule is all hard classes and I'm not sure how it's going to play out.,School,,,,,,,,,,,,,,,,
3186,0.875769149,I feel like a bad person XD And I am sore and tired and I have a headache,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
586,0.766088218,i am so broke!!,Financial Problem,,,,,,,,,,,,,,,,
145,0.579537346,Can't find anything to fix,Other,,,,,,,,,,,,,,,,
6811,0.878634613,My parents are driving me crazy.,Family Issues,,,,,,,,,,,,,,,,
3647,0.50568986,"I had a lot of trouble getting to sleep, despite my being extremely tired.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
3947,0.200403473,I got really scared becasue this happened on the way home.,Emotional Turmoil,,,,,,,,,,,,,,,,
6732,0.113122006,I've been under so much stress lately.,Emotional Turmoil,,,,,,,,,,,,,,,,
5514,0.000257595,He told me that James was bitching to him that he feels he is getting shitted on by his best friends.,Social Relationships,,,,,,,,,,,,,,,,
624,0.791848628,I am stressed out about the coronavirus.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
6692,0.894563446,knowing me i'll overthink things i do with her and get all stressed out about her.,Emotional Turmoil,,,,,,,,,,,,,,,,
4578,0.962977222,its torture turning over everyday.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
1486,0.766377016,i've been stressed out lately at work with tasks piling up.,Work,,,,,,,,,,,,,,,,
471,0.09481458,"hi, how are you",Other,,,,,,,,,,,,,,,,
2587,0.400407751,"the damn workload i have, and the deadlines.",Work,,,,,,,,,,,,,,,,
2419,0.442814398,Social Distancing because of Coronavirus,Social Relationships,,,,,,,,,,,,,,,,
4286,0.279496761,"Sigh... but I've been making things hard for myself, recently.",Other,,,,,,,,,,,,,,,,
4797,0.156628659,"the sad thing is, i'm leaving real soon.",Emotional Turmoil,,,,,,,,,,,,,,,,
367,0.33117138,grad school applications are killing me right now.,School,,,,,,,,,,,,,,,,
158,0.850914597,class is boring....unable to focus,School,,,,,,,,,,,,,,,,
280,0.057495184,Fear about the virus and my job.,Work,,,,,,,,,,,,,,,,
2083,0.56288123,my son,Other,,,,,,,,,,,,,,,,
886,0.482484755,I have been laid off my job due to the pandemic.,Work,,,,,,,,,,,,,,,,
3757,0.132066076,I cant stand not having work to do,Work,,,,,,,,,,,,,,,,
5643,0.253530691,"It is all my fault, I always have to start shit because of my fucking issues.",Social Relationships,,,,,,,,,,,,,,,,
4872,0.573682804,School has started back up.,School,,,,,,,,,,,,,,,,
5461,0.441076748,Incredible! I'm also very anxious about the upcoming show that we have at M.C. this Saturday.,Work,,,,,,,,,,,,,,,,
1029,0.901656546,i have to meet with my PI tomorrow,Other,,,,,,,,,,,,,,,,
2499,0.891950521,"the corona virus , and the response of the governments and people",Other,,,,,,,,,,,,,,,,
2108,0.408616341,my study is to leave strees of that time,School,,,,,,,,,,,,,,,,
6740,0.355799235,i am having some inner turmoil reguarding my appearance.,Emotional Turmoil,,,,,,,,,,,,,,,,
3950,0.000712145,I guess I've just been so busy lately. Yah... that and stressed.,Everyday Decision Making,,,,,,,,,,,,,,,,
6146,0.684814999,so my mom has been stressin out a lot over my gramma.,Family Issues,,,,,,,,,,,,,,,,
5303,0.77126315,"It's just hard, because my oldest friends have all moved away, and it's hard to get that same comfort level and closeness with people.",Social Relationships,,,,,,,,,,,,,,,,
4262,0.65670342,"Okay, I've been thinking a lot today which is probably bad.",Other,,,,,,,,,,,,,,,,
4486,0.65760699,i realized that i really have no self control when it comes to me finishing food.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
775,0.53659257,i found out a colleague is quitting.,Work,,,,,,,,,,,,,,,,
5241,0.933378542,"We broke up the day before my homecoming sadly, but he felt like he wasn't being a great boyfriend with his illness.",Social Relationships,,,,,,,,,,,,,,,,
5435,0.786265303,"No baby daddies, no ex husbands or ex wives to deal with, no drugs, just day to day drama that, in the scheme of things, ain't all that bad.",Other,,,,,,,,,,,,,,,,
4697,0.968438223,My schedule at work always conflicted with things.,Work,,,,,,,,,,,,,,,,
5620,0.307180541,This stuff stress's me out so much and makes me wonder why this is happening.,Emotional Turmoil,,,,,,,,,,,,,,,,
675,0.330787518,i am worried about how sick my daughter is.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
6313,0.144417517,Looks like i have problems at home,Family Issues,,,,,,,,,,,,,,,,
4353,0.19148221,Very nervous about going back to work.,Work,,,,,,,,,,,,,,,,
4699,0.519927749,"I've not been not eating because I've wanted to lose weight, and I still love awfully unhealthy food, I've just not felt like eating, if I've been hungry I've eaten.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
52,0.257820122,All this school work,School,,,,,,,,,,,,,,,,
4829,0.372069907,"i haven't even finished the one summer reading book, which report's due five days after school starts.",School,,,,,,,,,,,,,,,,
682,0.95806628,I am worried about pandamic,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
5925,0.406943396,so my life has been so stressful lately.,Emotional Turmoil,,,,,,,,,,,,,,,,
5072,0.850733828,Things are getting threatened because im not doing good in school but yet i keep reasuring that iam and i know there in for a big dissapointment.,School,,,,,,,,,,,,,,,,
5111,0.155481079,"So, orientation at school was a disaster.",School,,,,,,,,,,,,,,,,
1041,0.347180337,i haven't been able to lose weight despite working out and eating healthy.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
3783,0.938097263,"I haven't been making as much money as I need, and I'm working hard.",Financial Problem,,,,,,,,,,,,,,,,
3662,0.253503969,"Sitting alone is quite hard for me, so my practice suffers and I suffer with it.",Everyday Decision Making,,,,,,,,,,,,,,,,
4618,0.509111144,Now back to the daily grind here at work!,Other,,,,,,,,,,,,,,,,
1702,0.018023632,money problems. i don't have enough,Financial Problem,,,,,,,,,,,,,,,,
4420,0.186911674,I've been planning on cleaning but then stupid stuff like getting my car fixed happens and I'm never there.,Everyday Decision Making,,,,,,,,,,,,,,,,
1160,0.44469368,i was having chest pains the other day,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
1253,0.527679979,I'm hungry but I don't know what to eat.,Other,,,,,,,,,,,,,,,,
705,0.604874865,i can't find my classroom in school and worry about being locked out...,School,,,,,,,,,,,,,,,,
3160,0.024869243,So I'm feeling sick and have bad back cramps. Plus,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
3513,0.238942636,I've been getting painful headaches these past couple of weeks.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
2113,0.284663916,my truck has broken down and im not sure whats wrong with it.,Other,,,,,,,,,,,,,,,,
3893,0.415929623,"Dammit distance, that seems to be the problem of my life.",Other,,,,,,,,,,,,,,,,
5753,0.092731817,Tired of the pressure and the stress.,Everyday Decision Making,,,,,,,,,,,,,,,,
4071,0.698259895,"I'm pretty distracted, and kind of anxious about all the shit I have to get done (get done?) today.",Everyday Decision Making,,,,,,,,,,,,,,,,
2164,0.931953939,"not allowed to stress you out, but can you, like, try?but i try to modify myself",Other,,,,,,,,,,,,,,,,
4024,0.592887358,I went back after work and it had gotten scary.,Work,,,,,,,,,,,,,,,,
2022,0.682487551,my new job.,Work,,,,,,,,,,,,,,,,
4712,0.75005397,"I suddenly find myself longing for the routine we had in Hawai'i, where our biggest concerns for the day were preparing, consuming and cleaning up meals.",Emotional Turmoil,,,,,,,,,,,,,,,,
1195,0.866285442,i would say work is very stressful lately. the pressure to meet stats is difficult,Work,,,,,,,,,,,,,,,,
3158,0.635700377,My stomach hurts and I have a headache.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
2420,0.766831627,social stuff,Other,,,,,,,,,,,,,,,,
368,0.46850364,grad school is literally the worst,School,,,,,,,,,,,,,,,,
3961,0.049596171,"I have been frustrated, trying to sort things out.",Everyday Decision Making,,,,,,,,,,,,,,,,
21,0.761766127,a paper i need to write,School,,,,,,,,,,,,,,,,
4689,0.500886017,i am so stressed about so many things in my life right now.,Emotional Turmoil,,,,,,,,,,,,,,,,
6453,0.782000226,I got a tonne of other shit now i have to worry about especially with me becoming Assisstant Manager at work.,Work,,,,,,,,,,,,,,,,
2505,0.669875574,The corona virus has been stressing me out.  It has affected our business.,Work,,,,,,,,,,,,,,,,
671,0.315935571,i am worried about finances.,Financial Problem,,,,,,,,,,,,,,,,
1981,0.107540956,"my kids constantly need my attention, so trying to get things done has been stressful.",Family Issues,,,,,,,,,,,,,,,,
1618,0.491304205,lately it has been stressful having a teething infant.,Family Issues,,,,,,,,,,,,,,,,
4096,0.574495323,im starting to get really frustrated with this school again.,School,,,,,,,,,,,,,,,,
2664,0.563284732,the shelter in place,Other,,,,,,,,,,,,,,,,
4155,0.392022078,I've been feeling really self consious about myself lately.,Emotional Turmoil,,,,,,,,,,,,,,,,
2625,0.324929406,the man in my life!,Other,,,,,,,,,,,,,,,,
1769,0.315044523,My boyfriend and I are currently on a break (per his request).,Social Relationships,,,,,,,,,,,,,,,,
4187,0.432530955,Kinda brings my mood down... which isn't good... cause I'm already stressed out over school and trip.,School,,,,,,,,,,,,,,,,
6542,0.148936117,"I've been thinking a lot about college and stuff, and I've just about decided I want to stay here for the first couple years in college.",Other,,,,,,,,,,,,,,,,
2636,0.868512367,the new star wars movie doesn't look good at all.,Other,,,,,,,,,,,,,,,,
4343,0.600898206,Today at work was taxing on my nerves.,Work,,,,,,,,,,,,,,,,
342,0.546116528,getting ready to travel to cancun!,Other,,,,,,,,,,,,,,,,
2281,0.640476269,packing up everything to move out,Other,,,,,,,,,,,,,,,,
1423,0.698361242,it's taking so long for my job to make a decision.,Work,,,,,,,,,,,,,,,,
3664,0.193017527,I'm getting really tired of working shitty jobs.,Work,,,,,,,,,,,,,,,,
2044,0.413147305,my relationship and financial situation. thinking of how i will provide for my baby.,Financial Problem,,,,,,,,,,,,,,,,
292,0.562006585,figuring out what classes i want to take,School,,,,,,,,,,,,,,,,
5444,0.598408805,I have been feeling a bit lonely lately.,Social Relationships,,,,,,,,,,,,,,,,
6527,0.855638004,"School is kicking my ass, i'm not studying enough.",School,,,,,,,,,,,,,,,,
2992,0.976665313,work had been stressing me out because my boss might leave,Work,,,,,,,,,,,,,,,,
2509,0.308299466,The corona virus is really stressing me out!,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
4887,0.923289634,Dread school tomorrow! I haven't finished studying for midterms yet omg!!,School,,,,,,,,,,,,,,,,
966,0.872609465,i have been worried about all of my work projects that are due tomorrow.,Work,,,,,,,,,,,,,,,,
779,0.996662865,i got a new boss who is a jerk,Work,,,,,,,,,,,,,,,,
6389,0.913883029,Im getting to the point where Im constantly stressed out about it.,Other,,,,,,,,,,,,,,,,
4287,0.874364751,"Since the last time I made a post, life has been extremely challenging.",Everyday Decision Making,,,,,,,,,,,,,,,,
4756,0.574608482,OK big problem with working today..,Work,,,,,,,,,,,,,,,,
4586,0.023059955,Today was such I stressed out day.,Everyday Decision Making,,,,,,,,,,,,,,,,
2068,0.099630906,my significant other resents the amount of time I am at work,Social Relationships,,,,,,,,,,,,,,,,
5559,0.055980744,due to peer pressure and anxiety of not being accepted by the people i call friends.,Social Relationships,,,,,,,,,,,,,,,,
5437,0.108314764,We had a great talk about interactions and how she is no longer going to tolerate people that don't help with her getting better.,Social Relationships,,,,,,,,,,,,,,,,
2173,0.123573996,not being able to save money from my paycheck,Financial Problem,,,,,,,,,,,,,,,,
893,0.13036397,i have been out of work due to corona virus,Work,,,,,,,,,,,,,,,,
2416,0.441498692,so much to do,Everyday Decision Making,,,,,,,,,,,,,,,,
143,0.678976355,can't figure out how to pay for my books,School,,,,,,,,,,,,,,,,
3409,0.261463828,No one is able or willing to give me a ride to get my shit.,Social Relationships,,,,,,,,,,,,,,,,
3454,0.749439586,"man, my stomach has been hurting so bad lately.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
4818,0.394138953,"i've been really busy at work, and having my monitor at home crap out on me has made things difficult there too.",Work,,,,,,,,,,,,,,,,
1575,0.837523885,"just relax, everything is going to be fine it's just a little hectic.",Other,,,,,,,,,,,,,,,,
5636,0.488267307,what happened to Michael today makes me angrier than I've been in a long time.,Social Relationships,,,,,,,,,,,,,,,,
1701,0.758016997,"money problems, i have been having several unexpected bills recently.",Financial Problem,,,,,,,,,,,,,,,,
2500,0.64492667,The corona virus affecting my family in a negative way.,Family Issues,,,,,,,,,,,,,,,,
898,0.672527666,i have been sick so i feel so behind,Emotional Turmoil,,,,,,,,,,,,,,,,
1207,0.944101163,"idiots passing me in ""no passing zones"" at 80 mph while i'm trying to deliver the mail.",Work,,,,,,,,,,,,,,,,
4835,0.21913567,Eisenbear prolly can't go because he'll be in school then.,Other,,,,,,,,,,,,,,,,
1666,0.937124588,man steve doesn't do anything but mess stuff up,Social Relationships,,,,,,,,,,,,,,,,
782,0.828660929,I got furloughed and now am worrying about how to take care of my kid.,Work,,,,,,,,,,,,,,,,
465,0.895396446,hi too. i am just fine,Other,,,,,,,,,,,,,,,,
831,0.061406448,i have a lot of repairs to do in my basement and i keep finding more things to fix,Other,,,,,,,,,,,,,,,,
5247,0.770882455,i can't cuz some of my wonderful friends don't get along,Social Relationships,,,,,,,,,,,,,,,,
692,0.30552726,I betrayed my best friend.,Social Relationships,,,,,,,,,,,,,,,,
1266,0.391241655,i'm just stressed about school and work. not enough time to get everything done!,Work,,,,,,,,,,,,,,,,
744,0.746277411,i dont know what i want for dinner!,Everyday Decision Making,,,,,,,,,,,,,,,,
1377,0.260651898,i'm worried about not having a job and not having savings.,Financial Problem,,,,,,,,,,,,,,,,
1764,0.660610949,my boss whats more production from me at work!,Work,,,,,,,,,,,,,,,,
6499,0.541589907,"oh,and the guidance counselors at school are complete idioits.",School,,,,,,,,,,,,,,,,
715,0.677123579,I can't seem to find any toilet paper in stores.,Other,,,,,,,,,,,,,,,,
2718,0.626511343,There have a lots of bad new on the television,Other,,,,,,,,,,,,,,,,
2812,0.901088432,Today has been rough with my kids fighting back and forth.,Family Issues,,,,,,,,,,,,,,,,
1578,0.503183052,just some changes happening at work.,Work,,,,,,,,,,,,,,,,
1128,0.986766793,i really want to work on my project but i just don't have the energy.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
6445,0.477619378,what a hard thing to accomplish in the hustle and bustle of every day!,Everyday Decision Making,,,,,,,,,,,,,,,,
387,0.921016392,having enough money for the holidays,Financial Problem,,,,,,,,,,,,,,,,
2160,0.138073377,"No, not really important stuff...Just having a hard time finding toilet paper.",Other,,,,,,,,,,,,,,,,
5859,0.493811711,"People with ADT have difficulty staying organized, setting priorities, and managing time, and they feel a constant low level of panic and guilt.",Emotional Turmoil,,,,,,,,,,,,,,,,
5062,0.740117521,I can barely walk and I still have to go to school because of my stupid final.,School,,,,,,,,,,,,,,,,
5038,0.739976482,well i must finish my essay.,School,,,,,,,,,,,,,,,,
3353,0.114017843,My grandma went to see a doctor this week because she's been having a lot of pain and swelling in her lower legs lately.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
2850,0.501382586,trying to get a raise,Work,,,,,,,,,,,,,,,,
1673,0.845129705,me and my boyfriend have been fighting like crazy.,Emotional Turmoil,,,,,,,,,,,,,,,,
895,0.098960672,i have been really stressed about money lately,Financial Problem,,,,,,,,,,,,,,,,
3750,0.054584593,No time to myself,Social Relationships,,,,,,,,,,,,,,,,
2032,0.207075694,My partner was furloughed due to COVID 19.,Work,,,,,,,,,,,,,,,,
4354,0.946204979,"we aren't really on speaking terms as of late, and its posing to be quite a problem for me.",Social Relationships,,,,,,,,,,,,,,,,
6067,0.763231603,The financial part of it all is crappy because I am basically getting nothing for my old car.,Financial Problem,,,,,,,,,,,,,,,,
5889,0.335786678,Been in love. Cheated in a relationship Woke up crying.,Social Relationships,,,,,,,,,,,,,,,,
4568,0.971559349,"hm, dinner with christopher the night before last was hard.",Social Relationships,,,,,,,,,,,,,,,,
6511,0.416364889,I'm not happy with what I'm doing with school.,School,,,,,,,,,,,,,,,,
4282,0.845880949,school started and now i don't like it.,School,,,,,,,,,,,,,,,,
5880,0.520511851,I've had too much heartbreak.,Emotional Turmoil,,,,,,,,,,,,,,,,
5449,0.788130679,"My worrying gives me headaches, makes me irritable, sick, and most of all, negatively impacts my relationships.",Social Relationships,,,,,,,,,,,,,,,,
2437,0.672286849,Staying home from the CV outbreak,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
97,0.976373279,Being laod off from my job,Work,,,,,,,,,,,,,,,,
517,0.474549006,I am always having arguments with my girlfriend,Social Relationships,,,,,,,,,,,,,,,,
1497,0.600080952,"Ive been stressing out about school and work, i feel like i have no time.",School,,,,,,,,,,,,,,,,
3084,0.739718046,work stress,Work,,,,,,,,,,,,,,,,
4611,0.663689551,"I'm not following my ""Whatch what I Eat "" or ""Eat Healthy"" because I didn't Work Out today and Ive been eating a little bit of junk food.",Other,,,,,,,,,,,,,,,,
6100,0.697263377,"In the second year, Del wasn't able to get my gift in on time because of a family sadness.",Social Relationships,,,,,,,,,,,,,,,,
3583,0.435583639,"During the past few weeks his condition has worsened immensely, and he has spent several weeks in the hospital.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
4798,0.819967269,I've taken up the difficult and tedious task of cleaning my room.,Other,,,,,,,,,,,,,,,,
4281,0.520785119,school is angering me lately.,School,,,,,,,,,,,,,,,,
487,0.656672911,home life sucksso many fights,Family Issues,,,,,,,,,,,,,,,,
416,0.684754069,Hey John have been going thru a rough time mate. Feeling very low.,Emotional Turmoil,,,,,,,,,,,,,,,,
4980,0.999018407,To top off my bad mood i have a huge test tomorrow and another big test on Wednesday.,School,,,,,,,,,,,,,,,,
4759,0.681551333,"Have three weeks to kill soon, and need a plan.",Other,,,,,,,,,,,,,,,,
4816,0.152538948,"Last night when I got home, mad from work, as seems to be the case lately too often, I asked tsb to make dinner.",Work,,,,,,,,,,,,,,,,
3770,0.233717753,Work is expecting me back and I feel unsafe going back,Work,,,,,,,,,,,,,,,,
3695,0.693848626,i have been laid off,Emotional Turmoil,,,,,,,,,,,,,,,,
2871,0.00344279,"trying to speed up at work, especially with tires.",Work,,,,,,,,,,,,,,,,
4121,0.829777972,It is sad to think a new week is coming up and there are new things to worry about!,Everyday Decision Making,,,,,,,,,,,,,,,,
5459,0.762000573,DC pimp has a new girlfriend.,Other,,,,,,,,,,,,,,,,
4931,0.83692731,I have so much work that I missed because of missing class.,School,,,,,,,,,,,,,,,,
1800,0.724604621,my career,Work,,,,,,,,,,,,,,,,
6163,0.755840645,"i am so upset and i got into a huge fight with my mom today and i actually told her to ""get off!"" bad day, indeed.",Family Issues,,,,,,,,,,,,,,,,
5817,0.172038306,"i can't stand living here.if something happends it gets pinned on me,like its my fault or like i have the answers to the fuckin problems.",Emotional Turmoil,,,,,,,,,,,,,,,,
5464,0.502849572,I think she just had a bad day because she told me her family was grating on her nerves.,Family Issues,,,,,,,,,,,,,,,,
2114,0.005692107,my truck won't start,Other,,,,,,,,,,,,,,,,
5132,0.023629326,I hate all this freakin homework! and then some of my closest friends and i are going through some rough stuff.,School,,,,,,,,,,,,,,,,
5522,0.451426285,i dont know but lately ive been feelin really lonely.,Emotional Turmoil,,,,,,,,,,,,,,,,
6245,0.339406311,After feeling very angry and upset with my mom.,Family Issues,,,,,,,,,,,,,,,,
5924,0.391037949,"I need help, I need support, I need to talk and I need to be listened to.",Emotional Turmoil,,,,,,,,,,,,,,,,
6539,0.71302637,"i attempted to get a head start on studying for finals, my major 2 are this week, and yet that didn't work very well.",School,,,,,,,,,,,,,,,,
4089,0.842536726,im so stressed out w/ my parents and their opinions about things,Family Issues,,,,,,,,,,,,,,,,
2180,0.349946783,Not being able to work because of the coronavirus,Work,,,,,,,,,,,,,,,,
4188,0.655875879,kinda got in trouble with work...,Work,,,,,,,,,,,,,,,,
1420,0.915840784,It's just the usual craziness at work.,Work,,,,,,,,,,,,,,,,
